name,position,team,game,pass_yds,pass_tds,rush_yds,rec_yds,receptions,td_prob,half_ppr_points,games_played
Samori Toure,WR,NO,NO (Wild Card),0.0,0.0,0.0,14.06,1.13,0,2.57,
Dont'e Thornton,WR,LV,LV (Wild Card),0.0,0.0,0.0,13.82,1.09,0,2.47,
Shane Zylstra,TE,DET,DET (Wild Card),0.0,0.0,0.0,12.03,1.1,0,2.47,
Tyler Badie,RB,DEN,DEN (Wild Card),0.0,0.0,7.95,5.83,0.84,0,2.46,
Moliki Matavao,TE,NO,NO (Wild Card),0.0,0.0,0.0,11.84,1.24,0,2.34,
Devontez Walker,WR,BAL,BAL (Wild Card),0.0,0.0,0.25,11.82,0.81,0,2.33,
Brian Robinson,RB,SF,SF (Wild Card),0.0,0.0,13.32,2.08,0.26,0,2.33,
Corey Kiner,RB,ARI,ARI (Wild Card),0.0,0.0,10.02,4.08,0.48,0,2.31,
Jalen Tolbert,WR,DAL,DAL (Wild Card),0.0,0.0,0.0,11.5,0.86,0,2.3,
Josh Allen,QB,BUF,BUF (Wild Card),22.54,0.18,3.42,0.0,0.0,0,2.26,
Chris Moore,WR,WAS,WAS (Wild Card),0.0,0.0,0.0,13.23,0.81,0,2.21,
Gage Larvadain,WR,CLE,CLE (Wild Card),0.0,0.0,0.0,12.18,0.88,0,2.2,
Jimmy Horn,WR,CAR,CAR (Wild Card),0.0,0.0,2.47,9.58,0.88,0,2.19,
Ian Thomas,TE,LV,LV (Wild Card),0.0,0.0,0.0,10.68,1.26,0,2.06,
Tanner Conner,TE,NYG,NYG (Wild Card),0.0,0.0,0.0,10.77,0.97,0,2.04,
Anthony Firkser,TE,DET,DET (Wild Card),0.0,0.0,0.0,10.4,0.98,0,2.01,
Kendrick Bourne,WR,SF,SF (Wild Card),0.0,0.0,0.0,12.21,0.82,0,1.99,
Ben Yurosek,TE,MIN,MIN (Wild Card),0.0,0.0,0.0,9.61,1.06,0,1.97,
Austin Hooper,TE,NE,NE (Wild Card),0.0,0.0,0.0,10.04,0.95,0,1.9,
Tanner Hudson,TE,CIN,CIN (Wild Card),0.0,0.0,0.0,8.46,0.92,0,1.85,
Ameer Abdullah,RB,IND,IND (Wild Card),0.0,0.0,7.13,2.87,0.47,0,1.77,
Charlie Kolar,TE,BAL,BAL (Wild Card),0.0,0.0,0.12,8.4,0.68,0,1.67,
Jahdae Walker,WR,CHI,CHI (Wild Card),0.0,0.0,0.0,8.91,0.7,0,1.66,
Colson Yankoff,TE,WAS,WAS (Wild Card),0.0,0.0,0.0,8.41,0.75,0,1.64,
David Martin-Robinson,TE,TEN,TEN (Wild Card),0.0,0.0,0.0,7.77,0.86,0,1.63,
Zavier Scott,RB,MIN,MIN (Wild Card),0.0,0.0,3.24,4.59,0.69,0,1.61,
Hassan Haskins,RB,LAC,LAC (Wild Card),0.0,0.0,9.33,0.73,0.09,0,1.59,
Cade Stover,TE,HOU,HOU (Wild Card),0.0,0.0,1.75,6.32,0.69,0,1.57,
Tez Johnson,WR,TB,TB (Wild Card),0.0,0.0,0.13,7.32,0.58,0,1.46,
Tahj Washington,WR,MIA,MIA (Wild Card),0.0,0.0,0.0,7.9,0.7,0,1.44,
Adam Trautman,TE,DEN,DEN (Wild Card),0.0,0.0,0.0,6.9,0.69,0,1.4,
Charlie Woerner,TE,ATL,ATL (Wild Card),0.0,0.0,0.0,6.63,0.75,0,1.4,
Chris Manhertz,TE,NYG,NYG (Wild Card),0.0,0.0,0.0,6.99,0.67,0,1.39,
Tim Patrick,WR,JAX,JAX (Wild Card),0.0,0.0,0.0,7.49,0.53,0,1.37,
Zamir White,RB,LV,LV (Wild Card),0.0,0.0,8.66,0.02,0.0,0,1.35,
Michael Bandy,WR,DEN,DEN (Wild Card),0.0,0.0,0.12,6.6,0.59,0,1.33,
DJ Giddens,RB,IND,IND (Wild Card),0.0,0.0,6.1,1.54,0.17,0,1.33,
